Title,Share Link,Download URL,Transcription JSON
Recording #609,https://go.screenpal.com/watch/cZfUnfVMujy,https://screenpal.com/content/video/download/cZfUnfVMujy,Recording__609_transcribed.json
Recording #61,https://go.screenpal.com/watch/cTnI1InhZ88,https://screenpal.com/content/video/download/cTnI1InhZ88,
Recording #61,https://go.screenpal.com/watch/cTnlhinhYGj,https://screenpal.com/content/video/download/cTnlhinhYGj,
Recording #61,https://go.screenpal.com/watch/cZ6TrKnclnl,https://screenpal.com/content/video/download/cZ6TrKnclnl,
Recording #61,https://go.screenpal.com/watch/c36bDTVtMxN,https://screenpal.com/content/video/download/c36bDTVtMxN,
Recording #610,https://go.screenpal.com/watch/cZfUqUVMw1P,https://screenpal.com/content/video/download/cZfUqUVMw1P,Recording__610_transcribed.json
Recording #611,https://go.screenpal.com/watch/cZfvnuVMxch,https://screenpal.com/content/video/download/cZfvnuVMxch,
Recording #612,https://go.screenpal.com/watch/cZfvekVMxjU,https://screenpal.com/content/video/download/cZfvekVMxjU,
Recording #613,https://go.screenpal.com/watch/cZhVDFVMA3Y,https://screenpal.com/content/video/download/cZhVDFVMA3Y,
Recording #614,https://go.screenpal.com/watch/cZhVDuVMAZl,https://screenpal.com/content/video/download/cZhVDuVMAZl,Recording__614_transcribed.json
Recording #615,https://go.screenpal.com/watch/cZhnn5VMBGn,https://screenpal.com/content/video/download/cZhnn5VMBGn,Recording__615_transcribed.json
Recording #616,https://go.screenpal.com/watch/cZhefQVMCC9,https://screenpal.com/content/video/download/cZhefQVMCC9,Recording__616_transcribed.json
Recording #617,https://go.screenpal.com/watch/cZheDLVMEGZ,https://screenpal.com/content/video/download/cZheDLVMEGZ,Recording__617_transcribed.json
Recording #619,https://go.screenpal.com/watch/cZhfcdVMGkp,https://screenpal.com/content/video/download/cZhfcdVMGkp,Recording__619_transcribed.json
Recording #62,https://go.screenpal.com/watch/cTnlhXnhYGU,https://screenpal.com/content/video/download/cTnlhXnhYGU,
Recording #62,https://go.screenpal.com/watch/cZ6wQfncuow,https://screenpal.com/content/video/download/cZ6wQfncuow,
Recording #62,https://go.screenpal.com/watch/c36bDmVtMAi,https://screenpal.com/content/video/download/c36bDmVtMAi,
Recording #620,https://go.screenpal.com/watch/cZhfI8VMmDl,https://screenpal.com/content/video/download/cZhfI8VMmDl,Recording__620_transcribed.json
Recording #621,https://go.screenpal.com/watch/cZh1ovVMKgY,https://screenpal.com/content/video/download/cZh1ovVMKgY,
Recording #622,https://go.screenpal.com/watch/cZhib6VMNju,https://screenpal.com/content/video/download/cZhib6VMNju,Recording__62 (2)_transcribed.json
Recording #623,https://go.screenpal.com/watch/cZhj2sVM9Gq,https://screenpal.com/content/video/download/cZhj2sVM9Gq,Recording__623_transcribed.json
Recording #624,https://go.screenpal.com/watch/cZhj2RVM9HO,https://screenpal.com/content/video/download/cZhj2RVM9HO,Recording__624_transcribed.json
Recording #625,https://go.screenpal.com/watch/cZhQqYVLVt6,https://screenpal.com/content/video/download/cZhQqYVLVt6,Recording__625_transcribed.json
Recording #626,https://go.screenpal.com/watch/cZhXIXVL1hS,https://screenpal.com/content/video/download/cZhXIXVL1hS,Recording__626_transcribed.json
Recording #627,https://go.screenpal.com/watch/cZhlVTVL1JW,https://screenpal.com/content/video/download/cZhlVTVL1JW,Recording__627_transcribed.json
Recording #628,https://go.screenpal.com/watch/cZhIoEVL6U1,https://screenpal.com/content/video/download/cZhIoEVL6U1,Recording__628_transcribed.json
Recording #629,https://go.screenpal.com/watch/cZhIodVL6vV,https://screenpal.com/content/video/download/cZhIodVL6vV,Recording__629_transcribed.json
Recording #63,https://go.screenpal.com/watch/cTnoojnhx5T,https://screenpal.com/content/video/download/cTnoojnhx5T,Recording__63_transcribed.json
Recording #63,https://go.screenpal.com/watch/cZXi3Mnc7pW,https://screenpal.com/content/video/download/cZXi3Mnc7pW,Recording__63_transcribed.json
Recording #63,https://go.screenpal.com/watch/c36bruVtLu2,https://screenpal.com/content/video/download/c36bruVtLu2,Recording__63_transcribed.json
Recording #63,https://go.screenpal.com/watch/c3ev2zVqD2G,https://screenpal.com/content/video/download/c3ev2zVqD2G,Recording__63_transcribed.json
Recording #630,https://go.screenpal.com/watch/cZhIbDVL6mr,https://screenpal.com/content/video/download/cZhIbDVL6mr,Recording__630_transcribed.json
Recording #631,https://go.screenpal.com/watch/cZhIqaVLX64,https://screenpal.com/content/video/download/cZhIqaVLX64,Recording__63 (1)_transcribed.json
Recording #632,https://go.screenpal.com/watch/cZh2bEVL2JT,https://screenpal.com/content/video/download/cZh2bEVL2JT,Recording__63 (2)_transcribed.json
Recording #633,https://go.screenpal.com/watch/cZh2bGVL2JA,https://screenpal.com/content/video/download/cZh2bGVL2JA,Recording__63 (3)_transcribed.json
Recording #634,https://go.screenpal.com/watch/cZh2bPVL27b,https://screenpal.com/content/video/download/cZh2bPVL27b,Recording__634_transcribed.json
Recording #635,https://go.screenpal.com/watch/cZh2FgVL2Rg,https://screenpal.com/content/video/download/cZh2FgVL2Rg,Recording__635_transcribed.json
Recording #636,https://go.screenpal.com/watch/cZhobxVLFW9,https://screenpal.com/content/video/download/cZhobxVLFW9,Recording__636_transcribed.json
Recording #637,https://go.screenpal.com/watch/cZhD2eVL3xA,https://screenpal.com/content/video/download/cZhD2eVL3xA,Recording__637_transcribed.json
Recording #638,https://go.screenpal.com/watch/cZhD2ZVL3Ay,https://screenpal.com/content/video/download/cZhD2ZVL3Ay,Recording__638_transcribed.json
Recording #639,https://go.screenpal.com/watch/cZhD2tVL3B0,https://screenpal.com/content/video/download/cZhD2tVL3B0,Recording__639_transcribed.json
Recording #64,https://go.screenpal.com/watch/cTnblnnhzyn,https://screenpal.com/content/video/download/cTnblnnhzyn,Recording__64_transcribed.json
Recording #64,https://go.screenpal.com/watch/cZX2rynVlA4,https://screenpal.com/content/video/download/cZX2rynVlA4,Recording__64_transcribed.json
Recording #64,https://go.screenpal.com/watch/c36br8VtLxk,https://screenpal.com/content/video/download/c36br8VtLxk,Recording__64_transcribed.json
Recording #640,https://go.screenpal.com/watch/cZhDFhVL0F5,https://screenpal.com/content/video/download/cZhDFhVL0F5,Recording__640_transcribed.json
Recording #641,https://go.screenpal.com/watch/cZhblMVLTSY,https://screenpal.com/content/video/download/cZhblMVLTSY,Recording__64 (1)_transcribed.json
Recording #642,https://go.screenpal.com/watch/cZhb2xVLOFv,https://screenpal.com/content/video/download/cZhb2xVLOFv,Recording__64 (2)_transcribed.json
Recording #643,https://go.screenpal.com/watch/cZhFDIVLuqF,https://screenpal.com/content/video/download/cZhFDIVLuqF,Recording__643_transcribed.json
Recording #644,https://go.screenpal.com/watch/cZhqetVLuLn,https://screenpal.com/content/video/download/cZhqetVLuLn,Recording__644_transcribed.json
Recording #645,https://go.screenpal.com/watch/cZhqeBVLuLT,https://screenpal.com/content/video/download/cZhqeBVLuLT,Recording__645_transcribed.json
Recording #646,https://go.screenpal.com/watch/cZhqDIVLUZ8,https://screenpal.com/content/video/download/cZhqDIVLUZ8,Recording__646_transcribed.json
Recording #647,https://go.screenpal.com/watch/cZhqbmVLUvS,https://screenpal.com/content/video/download/cZhqbmVLUvS,Recording__647_transcribed.json
Recording #648,https://go.screenpal.com/watch/cZhqFQVLUxL,https://screenpal.com/content/video/download/cZhqFQVLUxL,Recording__648_transcribed.json
Recording #65,https://go.screenpal.com/watch/cTnblonhzax,https://screenpal.com/content/video/download/cTnblonhzax,Recording__65_transcribed.json
Recording #65,https://go.screenpal.com/watch/cZXDcinVDqo,https://screenpal.com/content/video/download/cZXDcinVDqo,Recording__65_transcribed.json
Recording #65,https://go.screenpal.com/watch/c36qV9Vt9wt,https://screenpal.com/content/video/download/c36qV9Vt9wt,Recording__65_transcribed.json
Recording #650,https://go.screenpal.com/watch/cZhYIEVLxXm,https://screenpal.com/content/video/download/cZhYIEVLxXm,Recording__650_transcribed.json
Recording #651,https://go.screenpal.com/watch/cZhrYVVLAZK,https://screenpal.com/content/video/download/cZhrYVVLAZK,Recording__65 (1)_transcribed.json
Recording #652,https://go.screenpal.com/watch/cZh3evVLBob,https://screenpal.com/content/video/download/cZh3evVLBob,Recording__65 (2)_transcribed.json
Recording #653,https://go.screenpal.com/watch/cZh3eAVLBDj,https://screenpal.com/content/video/download/cZh3eAVLBDj,Recording__653_transcribed.json
Recording #654,https://go.screenpal.com/watch/cZh3e5VLBD9,https://screenpal.com/content/video/download/cZh3e5VLBD9,Recording__654_transcribed.json
Recording #655,https://go.screenpal.com/watch/cZh3eJVLBFD,https://screenpal.com/content/video/download/cZh3eJVLBFD,Recording__655_transcribed.json
Recording #656,https://go.screenpal.com/watch/cZh3lFVLgdp,https://screenpal.com/content/video/download/cZh3lFVLgdp,Recording__656_transcribed.json
Recording #658,https://go.screenpal.com/watch/cZh0cgVLpJd,https://screenpal.com/content/video/download/cZh0cgVLpJd,Recording__658_transcribed.json
Recording #659,https://go.screenpal.com/watch/cZh0c5VLpdD,https://screenpal.com/content/video/download/cZh0c5VLpdD,Recording__659_transcribed.json
Recording #66,https://go.screenpal.com/watch/cTnbb9nhAkg,https://screenpal.com/content/video/download/cTnbb9nhAkg,Recording__66_transcribed.json
Recording #66,https://go.screenpal.com/watch/cZX30BnVgZ0,https://screenpal.com/content/video/download/cZX30BnVgZ0,Recording__66_transcribed.json
Recording #66,https://go.screenpal.com/watch/c36YnCVuclR,https://screenpal.com/content/video/download/c36YnCVuclR,Recording__66_transcribed.json
Recording #66,https://go.screenpal.com/watch/c31oD6V3pNb,https://screenpal.com/content/video/download/c31oD6V3pNb,Recording__66_transcribed.json
Recording #660,https://go.screenpal.com/watch/cZh0cEVLpd3,https://screenpal.com/content/video/download/cZh0cEVLpd3,Recording__660_transcribed.json
Recording #661,https://go.screenpal.com/watch/cZh0cGVLpdt,https://screenpal.com/content/video/download/cZh0cGVLpdt,Recording__66 (1)_transcribed.json
Recording #662,https://go.screenpal.com/watch/cZh0cRVLpKm,https://screenpal.com/content/video/download/cZh0cRVLpKm,Recording__66 (2)_transcribed.json
Recording #663,https://go.screenpal.com/watch/cZh0V6VLpsi,https://screenpal.com/content/video/download/cZh0V6VLpsi,Recording__66 (3)_transcribed.json
Recording #664,https://go.screenpal.com/watch/cZh0qDVLEdL,https://screenpal.com/content/video/download/cZh0qDVLEdL,Recording__664_transcribed.json
Recording #666,https://go.screenpal.com/watch/cZhtVfVLKRT,https://screenpal.com/content/video/download/cZhtVfVLKRT,Recording__666_transcribed.json
Recording #667,https://go.screenpal.com/watch/cZht2IVLsNg,https://screenpal.com/content/video/download/cZht2IVLsNg,Recording__667_transcribed.json
Recording #668,https://go.screenpal.com/watch/cZhtoeVLMnh,https://screenpal.com/content/video/download/cZhtoeVLMnh,Recording__668_transcribed.json
Recording #669,https://go.screenpal.com/watch/cZhtoiVLMns,https://screenpal.com/content/video/download/cZhtoiVLMns,Recording__669_transcribed.json
Recording #67,https://go.screenpal.com/watch/cTnFfVnhBNm,https://screenpal.com/content/video/download/cTnFfVnhBNm,Recording__67_transcribed.json
Recording #67,https://go.screenpal.com/watch/cZXUYbnVRkb,https://screenpal.com/content/video/download/cZXUYbnVRkb,Recording__67_transcribed.json
Recording #67,https://go.screenpal.com/watch/c36Y2PVuneL,https://screenpal.com/content/video/download/c36Y2PVuneL,Recording__67_transcribed.json
Recording #670,https://go.screenpal.com/watch/cZhtoFVLMfG,https://screenpal.com/content/video/download/cZhtoFVLMfG,Recording__670_transcribed.json
Recording #671,https://go.screenpal.com/watch/cZhtoBVLMjV,https://screenpal.com/content/video/download/cZhtoBVLMjV,Recording__67 (1)_transcribed.json
Recording #672,https://go.screenpal.com/watch/cZhuDlVL8sK,https://screenpal.com/content/video/download/cZhuDlVL8sK,Recording__67 (2)_transcribed.json
Recording #673,https://go.screenpal.com/watch/cZ1VIQVNit3,https://screenpal.com/content/video/download/cZ1VIQVNit3,Recording__673_transcribed.json
Recording #674,https://go.screenpal.com/watch/cZ1eY6VNl3f,https://screenpal.com/content/video/download/cZ1eY6VNl3f,Recording__674_transcribed.json
Recording #675,https://go.screenpal.com/watch/cZ1f2kVNojs,https://screenpal.com/content/video/download/cZ1f2kVNojs,Recording__675_transcribed.json
Recording #676,https://go.screenpal.com/watch/cZ1hncVNDmx,https://screenpal.com/content/video/download/cZ1hncVNDmx,Recording__676_transcribed.json
Recording #677,https://go.screenpal.com/watch/cZ1hnbVNDJY,https://screenpal.com/content/video/download/cZ1hnbVNDJY,Recording__677_transcribed.json
Recording #678,https://go.screenpal.com/watch/cZ11VCVNYuy,https://screenpal.com/content/video/download/cZ11VCVNYuy,Recording__678_transcribed.json
Recording #679,https://go.screenpal.com/watch/cZ11VPVNYUC,https://screenpal.com/content/video/download/cZ11VPVNYUC,Recording__679_transcribed.json
Recording #68,https://go.screenpal.com/watch/cTnFienhgrJ,https://screenpal.com/content/video/download/cTnFienhgrJ,Recording__68_transcribed.json
Recording #68,https://go.screenpal.com/watch/cZXvcOnVRRX,https://screenpal.com/content/video/download/cZXvcOnVRRX,Recording__68_transcribed.json
Recording #68,https://go.screenpal.com/watch/c36rn7Vue7A,https://screenpal.com/content/video/download/c36rn7Vue7A,Recording__68_transcribed.json
Recording #680,https://go.screenpal.com/watch/cZ11ntVNYxL,https://screenpal.com/content/video/download/cZ11ntVNYxL,Recording__680_transcribed.json
Recording #681,https://go.screenpal.com/watch/cZ11n4VNYyk,https://screenpal.com/content/video/download/cZ11n4VNYyk,Recording__68 (1)_transcribed.json
Recording #682,https://go.screenpal.com/watch/cZ11n7VNYaF,https://screenpal.com/content/video/download/cZ11n7VNYaF,Recording__68 (2)_transcribed.json
Recording #683,https://go.screenpal.com/watch/cZ1jl7VNtkr,https://screenpal.com/content/video/download/cZ1jl7VNtkr,Recording__683_transcribed.json
Recording #684,https://go.screenpal.com/watch/cZ1jIoVNtpu,https://screenpal.com/content/video/download/cZ1jIoVNtpu,Recording__684_transcribed.json
Recording #685,https://go.screenpal.com/watch/cZ16YxVNxH5,https://screenpal.com/content/video/download/cZ16YxVNxH5,Recording__685_transcribed.json
Recording #686,https://go.screenpal.com/watch/cZ1XDkVNaWj,https://screenpal.com/content/video/download/cZ1XDkVNaWj,Recording__686_transcribed.json
Recording #687,https://go.screenpal.com/watch/cZ1XDRVNznX,https://screenpal.com/content/video/download/cZ1XDRVNznX,Recording__687_transcribed.json
Recording #688,https://go.screenpal.com/watch/cZ1XbfVNzei,https://screenpal.com/content/video/download/cZ1XbfVNzei,Recording__688_transcribed.json
Recording #69,https://go.screenpal.com/watch/c36TDfVu2Pd,https://screenpal.com/content/video/download/c36TDfVu2Pd,Recording__69_transcribed.json
Recording #690,https://go.screenpal.com/watch/cZ1l2DVNgir,https://screenpal.com/content/video/download/cZ1l2DVNgir,Recording__690_transcribed.json
Recording #691,https://go.screenpal.com/watch/cZ1l2qVNgjl,https://screenpal.com/content/video/download/cZ1l2qVNgjl,Recording__691_transcribed.json
Recording #692,https://go.screenpal.com/watch/cZ1lbpVNgGF,https://screenpal.com/content/video/download/cZ1lbpVNgGF,Recording__692_transcribed.json
Recording #693,https://go.screenpal.com/watch/cZ1lqAVNkVL,https://screenpal.com/content/video/download/cZ1lqAVNkVL,Recording__693_transcribed.json
Recording #694,https://go.screenpal.com/watch/cZ1IVOVNk5m,https://screenpal.com/content/video/download/cZ1IVOVNk5m,Recording__694_transcribed.json
Recording #695,https://go.screenpal.com/watch/cZ1I2OVNCHp,https://screenpal.com/content/video/download/cZ1I2OVNCHp,Recording__695_transcribed.json
Recording #696,https://go.screenpal.com/watch/cZ1IoqVNC9C,https://screenpal.com/content/video/download/cZ1IoqVNC9C,Recording__696_transcribed.json
Recording #697,https://go.screenpal.com/watch/cZ1IoGVN5Vu,https://screenpal.com/content/video/download/cZ1IoGVN5Vu,Recording__697_transcribed.json
Recording #698,https://go.screenpal.com/watch/cZ1Ir0VN5Ll,https://screenpal.com/content/video/download/cZ1Ir0VN5Ll,Recording__698_transcribed.json
